Metric,Value
Accuracy,0.5730717185385656
Precision,0.4405684754521964
Recall,0.39906377998829723
F1-Score,0.4187902978200798
Balanced-Accuracy,0.5406328074253413
ROC-AUC,0.5431425403318404
Runtime-Seconds,7.673858642578125
