Fold,Accuracy,F1-Score,ROC-AUC
1,0.54929322218195,0.23311748381128586,0.4602834028539175
2,0.6664850136239782,0.37972972972972974,0.6653263121777504
3,0.6270663033605813,0.526194322640203,0.6447465766097447
4,0.5725982532751092,0.4494961331146004,0.588381057305823
5,0.5543597227289311,0.16819884235614574,0.4458982021208888
