Metric,Value
Accuracy,0.6295286493276615
Precision,0.5293639687626958
Recall,0.4302854626843766
F1-Score,0.4747100613273423
Balanced-Accuracy,0.5933436659216276
ROC-AUC,0.6284085020701754
Runtime-Seconds,53.27826905250549
