Metric,Value
Accuracy,0.580782374754599
Precision,0.46159985810571125
Recall,0.4880450070323488
F1-Score,0.47445421813044075
Balanced-Accuracy,0.5637778624616052
ROC-AUC,0.5706032954369029
Runtime-Seconds,49.12936282157898
