Metric,Value
Accuracy,0.6584018032429289
Precision,0.5707752370329058
Recall,0.4797937177684013
F1-Score,0.5213448802852776
Balanced-Accuracy,0.625651861556251
ROC-AUC,0.6653001753556533
Runtime-Seconds,27.990520238876343
