Metric,Value
Accuracy,0.58667599280555
Precision,0.4721558356523163
Recall,0.5291700300873267
F1-Score,0.4990397757746674
Balanced-Accuracy,0.5762322113053455
ROC-AUC,0.6260910445110003
Runtime-Seconds,140.1852834224701
