Fold,Accuracy,F1-Score,ROC-AUC
1,0.5738988116416424,0.4943421719304172,0.5821654897291322
2,0.5647243420583411,0.4587139689578714,0.5561370964357678
3,0.6568005135154411,0.5641304347826087,0.6425709958111032
4,0.5644781024505251,0.4045712053135378,0.485442186757131
5,0.6681707491763358,0.4727438261067486,0.6476029330782277
