Fold,Accuracy,F1-Score,ROC-AUC
1,0.6871487448482577,0.5508337816030123,0.6928629788888194
2,0.6461307287753568,0.4022842639593909,0.6185242507788317
3,0.6487603305785123,0.49212384573601303,0.6800005864896923
4,0.6117381489841986,0.451063829787234,0.6116967025867042
5,0.6439079592606564,0.47845303867403316,0.628216032858056
