Metric,Value
Accuracy,0.7408201846869774
Precision,0.7069288389513109
Recall,0.5663384903891233
F1-Score,0.6288718829715237
Balanced-Accuracy,0.7088268664759583
ROC-AUC,0.7246934226917525
Runtime-Seconds,9.951354742050171
