Metric,Value
Accuracy,0.7382348519019696
Precision,0.7052657848764662
Recall,0.5511995318899942
F1-Score,0.6187869498576746
Balanced-Accuracy,0.7033673500428563
ROC-AUC,0.6992745487850194
Runtime-Seconds,3.3046600818634033
