Metric,Value
Accuracy,0.741241918508495
Precision,0.7074612164491505
Recall,0.5603666861712503
F1-Score,0.6253809316499782
Balanced-Accuracy,0.7075227926269095
ROC-AUC,0.7282317931869953
Runtime-Seconds,3.5123369693756104
