Metric,Value
Accuracy,0.6711772665764547
Precision,0.5844359721910742
Recall,0.5082894480202848
F1-Score,0.5437095764656791
Balanced-Accuracy,0.640811390676809
ROC-AUC,0.6840661390289102
Runtime-Seconds,11.511653900146484
