Metric,Value
Accuracy,0.7304079709938048
Precision,0.6907192998450178
Recall,0.5559917810229691
F1-Score,0.6160757846804359
Balanced-Accuracy,0.6987318718198958
ROC-AUC,0.7116585313036445
Runtime-Seconds,206.40393781661987
