Metric,Value
Accuracy,0.6104849850941613
Precision,0.4776255707762557
Recall,0.04903891233005157
F1-Score,0.08894557823129251
Balanced-Accuracy,0.5075370916973576
ROC-AUC,0.5501848637930788
Runtime-Seconds,7.326307535171509
