Metric,Value
Accuracy,0.5392641605467898
Precision,0.24097007223942207
Recall,0.08757618377871543
F1-Score,0.1284643422048002
Balanced-Accuracy,0.45644173478467276
ROC-AUC,0.2764581827112315
Runtime-Seconds,1162.0130641460419
