Fold,Accuracy,F1-Score,ROC-AUC
1,0.5166727075027184,0.07939247497411114,0.19758783643633893
2,0.6504995458673932,0.0,0.37408786033471875
3,0.3927338782924614,0.18403710031730536,0.2655121678620638
4,0.5036390101892285,0.13780025284450062,0.2770067791078592
5,0.6331630791681868,0.18218788125254168,0.3294251508197926
