Metric,Value
Accuracy,0.6743369400747995
Precision,0.5986491290437256
Recall,0.4943127614295149
F1-Score,0.541500864182644
Balanced-Accuracy,0.6416423620231687
ROC-AUC,0.6853682229788441
Runtime-Seconds,52.463951110839844
