Fold,Accuracy,F1-Score,ROC-AUC
1,0.8069952881478797,0.7218594933402978,0.781317376257766
2,0.6772025431425976,0.5198594974331262,0.6831732329498317
3,0.711716621253406,0.5887535630992485,0.698097300467498
4,0.7492721979621543,0.6511392405063291,0.7627849899402832
5,0.7376869755563663,0.5851125216387767,0.7228129081634687
