Metric,Value
Accuracy,0.6785428633752636
Precision,0.6011990673920284
Recall,0.5077355836849508
F1-Score,0.5505286701911346
Balanced-Accuracy,0.6472232932972584
ROC-AUC,0.6751863218192002
Runtime-Seconds,21.40750479698181
