Fold,Accuracy,F1-Score,ROC-AUC
1,0.64226168901776,0.535966149506347,0.6418384260780305
2,0.5892824704813806,0.4286075309577963,0.6526942409726548
3,0.6813805631244323,0.556398583712696,0.6515272296244737
4,0.6772197962154294,0.5490594814438231,0.7116079740925403
5,0.70576431959139,0.5215069712251558,0.691937129520257
