Fold,Accuracy,F1-Score,ROC-AUC
1,0.5801014860456687,0.49132821075740946,0.5677906468834064
2,0.5930971843778383,0.41938828408501816,0.6285853496828085
3,0.6982742960944596,0.5897752531489256,0.6834024953093115
4,0.6686681222707423,0.5572574762946754,0.6892403812168492
5,0.7630426851514046,0.5877499206601079,0.7343081053892377
