Metric,Value
Accuracy,0.6605104340871083
Precision,0.5732259132546077
Recall,0.4870135958743554
F1-Score,0.5266146202980837
Balanced-Accuracy,0.6286977010901971
ROC-AUC,0.6572120235556891
Runtime-Seconds,20.995209217071533
