Metric,Value
Accuracy,0.705470065949125
Precision,0.6670366819718452
Recall,0.48506641226975855
F1-Score,0.5616807936609096
Balanced-Accuracy,0.6654420846395521
ROC-AUC,0.7113898259982758
Runtime-Seconds,61.286611795425415
