Metric,Value
Accuracy,0.7403112048280375
Precision,0.705820476858345
Recall,0.5662447257383966
F1-Score,0.6283752146090213
Balanced-Accuracy,0.7083940213217843
ROC-AUC,0.694705042081209
Runtime-Seconds,7.069750785827637
