left_ear,right_ear,avg_ear,blink_velocity,brow_descent_left,brow_descent_right,brow_asymmetry,lip_compression,jaw_tension,mouth_corner_pull,forehead_tension,face_height_norm,head_tilt,temporal_x_var,temporal_y_var,eye_openness_ratio,landmark_confidence,nose_wrinkle,label
0.35894473483592265,0.35881118055566513,0.3588779576957939,0.0,0.1349674572567549,0.13925420890504336,0.004286751648288442,0.06385070171264637,0.7269599120910651,0.2437635268776699,0.10380157367757485,1.6925599591860883,0.0,0.0,0.0,0.3588779576957939,0.9,0.29865544789282245,1
0.2468369861811908,0.27684751660596624,0.26184225139357853,0.0,0.13707999426552572,0.1409394079063166,0.0038594136407908946,0.02420551007711965,0.5306014413906267,0.18616645721302605,0.12874397916819935,1.6354731540547156,0.0,0.0,0.0,0.26184225139357853,0.9,0.3455762817528962,1
0.27038677937416666,0.29758184115213027,0.28398431026314847,0.0,0.16925618493768116,0.13257341957559163,0.03668276536208954,0.12911173381910385,0.8240233337408985,0.28885128544755956,0.09520128900027261,1.6737922705072472,0.0,0.0,0.0,0.28398431026314847,0.9,0.3659800888446148,1
0.30919806002515776,0.47082108916628457,0.39000957459572116,0.0,0.20358145675737352,0.06229776722508138,0.14128368953229212,0.07264912683354094,0.8625336458713039,0.30030263891077014,0.10216085435497416,1.7885934116330913,0.0,0.0,0.0,0.39000957459572116,0.9,0.48331053722456413,1
0.3615071851345472,0.38874933338474027,0.37512825925964377,0.0,0.16153502668764272,0.13479731368621511,0.02673771300142762,0.0051819989932194235,0.5743346748191709,0.22903584110720637,0.10666556146606748,1.5755561934047884,0.0,0.0,0.0,0.37512825925964377,0.9,0.36277426399850154,1
0.7242903456218921,0.3342191372049486,0.5292547414134203,0.0,0.08207575638512421,0.16189915429918833,0.07982339791406412,0.03854067345132471,1.4279383280242173,0.29517654150574474,0.08911296423498913,2.7167886354121693,0.0,0.0,0.0,0.5292547414134203,0.9,0.030147502962614856,1
0.3591932850462339,0.3556740037356253,0.3574336443909296,0.0,0.1389033980019005,0.14259776372410587,0.0036943657222053717,0.0240671540021476,0.6304907376845458,0.2363795444152389,0.11364275491794713,1.6297675959649038,0.0,0.0,0.0,0.3574336443909296,0.9,0.3035541854899687,1
0.6017934011496843,0.30126416192577526,0.4515287815377298,0.0,0.032105283994238135,0.1826021789799487,0.1504968949857106,0.03847190889799314,1.296533262482288,0.29858623803764767,0.1004497092737535,2.5446038326330838,0.0,0.0,0.0,0.4515287815377298,0.9,0.038653378677313235,1
0.31544022434722546,0.43100114186367433,0.37322068310544987,0.0,0.18865234309516352,0.08190607398642535,0.10674626910873815,0.02060248240804372,0.7396404064932836,0.2566909208141878,0.1083550592924637,1.7827983586102019,0.0,0.0,0.0,0.37322068310544987,0.9,0.4397168058846045,1
0.34717780683185284,0.3287871657181823,0.3379824862750176,0.0,0.1424850776679683,0.14987504693156373,0.007389969263595399,0.023319204502384446,0.748767370646889,0.2491466193066512,0.09755966099033474,1.7117591683357902,0.0,0.0,0.0,0.3379824862750176,0.9,0.293086513524802,1
0.3972640759095648,0.3711990594789983,0.3842315676942816,0.0,0.13626392258100073,0.15123228796467805,0.014968365383677329,0.11188141990243547,0.8661994948103356,0.2596752684339376,0.09489217791122753,1.7914895036424374,0.0,0.0,0.0,0.3842315676942816,0.9,0.2688315556565786,1
0.3576553960198408,0.3843992484506465,0.37102732223524365,0.0,0.1556385494611677,0.11495355594705187,0.04068499351411584,0.03755439413378212,0.72298693136831,0.2442935952708874,0.10288099257263934,1.6952435699800972,0.0,0.0,0.0,0.37102732223524365,0.9,0.3451206582397215,1
0.37626340248939955,0.24813221619823786,0.3121978093438187,0.0,0.08961323294552877,0.18075627479923354,0.09114304185370478,0.08909243944391694,1.0978604545526094,0.3060991793904386,0.09081596071359056,2.1449645470528753,0.0,0.0,0.0,0.3121978093438187,0.9,0.05653887197175377,1
0.26893242783805676,0.2797797394534111,0.27435608364573394,0.0,0.1338355124105549,0.12984905155244855,0.003986460858106348,0.08684585859075004,1.066759572567135,0.31476757838158426,0.08688967381882196,1.9367437850170544,0.0,0.0,0.0,0.27435608364573394,0.9,0.29834721569598266,1
0.24494968888847607,0.2560176014844154,0.2504836451864457,0.0,0.12829676092852665,0.15164056092577424,0.0233437999972476,0.0049866112010229155,0.6863002751568507,0.24420750361177293,0.10625465817726781,1.6835572768881657,0.0,0.0,0.0,0.2504836451864457,0.9,0.29935527573412524,1
0.2753421091769013,0.2886932342043153,0.2820176716906083,0.0,0.15531618686924362,0.14511685336741645,0.010199333501827182,0.16274729827728887,0.8981973779046147,0.3176919937257144,0.09220709423593279,1.6232776004933476,0.0,0.0,0.0,0.2820176716906083,0.9,0.3542547532379321,1
0.315858072057406,0.2960616156685875,0.3059598438629968,0.0,0.14017834822364011,0.16507723849488895,0.024898890271248832,0.05699896824182787,0.8821084918891334,0.3161377011730708,0.08092828975687283,1.6817376192462057,0.0,0.0,0.0,0.3059598438629968,0.9,0.26880017569231945,1
0.27655120360659646,0.34202811362493357,0.309289658615765,0.0,0.20827273062842724,0.0764025447149017,0.13187018591352556,0.02148403299404956,0.6423783000334032,0.2308932966986498,0.1234506356719853,1.6212003567662991,0.0,0.0,0.0,0.309289658615765,0.9,0.45918653065120385,1
0.29796762108663954,0.30895136922457744,0.3034594951556085,0.0,0.1393552574198381,0.1323529016437089,0.007002355776129184,0.02253684331348234,0.7332492253593182,0.229153163046114,0.10373988978474212,1.7756408716421503,0.0,0.0,0.0,0.3034594951556085,0.9,0.3177389729842145,1
0.31791615545488244,0.31358408206441424,0.3157501187596483,0.0,0.16177380753515813,0.1589405291723109,0.002833278362847229,0.025163380053289774,0.7550636268656956,0.2780871023423391,0.09978473538344326,1.5551303501674685,0.0,0.0,0.0,0.3157501187596483,0.9,0.34687776877939874,1
0.5172763438426866,0.3198291661581224,0.4185527550004045,0.0,0.06038944332717217,0.18236714090425918,0.12197769757708703,0.03350674299284665,1.11160129142419,0.27898387377807077,0.09646068009684385,2.230877645248865,0.0,0.0,0.0,0.4185527550004045,0.9,0.03622980295452499,1
0.2651891800896228,0.3250866679971449,0.29513792404338385,0.0,0.16180361822996242,0.12355651594370474,0.038247102286257675,0.060862510814862554,0.9970868548979694,0.3208967778153891,0.08744744576365637,1.8320846320520403,0.0,0.0,0.0,0.29513792404338385,0.9,0.3989167403667384,1
0.623069627944455,0.30555124159428054,0.46431043476936773,0.0,0.05468649571726291,0.1444551858912531,0.08976869017399021,0.14922153829454768,1.6516791677401461,0.3029535510504245,0.09083886558497645,3.1681446149006014,0.0,0.0,0.0,0.46431043476936773,0.9,0.009463024026727383,1
0.3202318686902626,0.29442486934975565,0.30732836902000915,0.0,0.13950528603885115,0.15581641491897727,0.01631112888012612,0.06826149363567305,0.8070085068418288,0.268662295631274,0.09523892789767809,1.6761729044671878,0.0,0.0,0.0,0.30732836902000915,0.9,0.28446626541424525,1
0.2675393916473105,0.36817082833669773,0.3178551099920041,0.0,0.19302759536460806,0.06726077426714379,0.1257668210974643,0.048422516468709556,0.84443483655643,0.2634681650390185,0.10429081722596255,1.9169919435318092,0.0,0.0,0.0,0.3178551099920041,0.9,0.43773403780973097,1
0.30868678621653245,0.2905024434046806,0.29959461481060656,0.0,0.1286741838786019,0.1415658454855483,0.012891661606946391,0.25911374418801864,0.9032051743337971,0.2498564521737552,0.08985056005185658,1.8806638124833146,0.0,0.0,0.0,0.29959461481060656,0.9,0.2550636560822541,1
0.29327592784208817,0.3103715567857276,0.30182374231390785,0.0,0.16369272217216776,0.12094725495921167,0.0427454672129561,0.04509449385905601,0.7073356018420243,0.2433631848560771,0.1121013925364059,1.6483978037695024,0.0,0.0,0.0,0.30182374231390785,0.9,0.35442988107817486,1
0.32853428344924723,0.3212739772196692,0.3249041303344582,0.0,0.12138132006742484,0.1340365191744945,0.012655199107069656,0.014645884662019316,0.8535395993122046,0.2418614414259903,0.10306219764694749,1.9206540589027197,0.0,0.0,0.0,0.3249041303344582,0.9,0.2585141581358243,1
0.3685772956549203,0.2958470639940999,0.3322121798245101,0.0,0.09208575246535078,0.1619947520048507,0.06990899953949993,0.015130174276883467,0.8075370986393601,0.2465468954625591,0.10757507954732261,1.9137770130156861,0.0,0.0,0.0,0.3322121798245101,0.9,0.18136208863069866,1
0.2974088948763086,0.3088248491083245,0.3031168719923165,0.0,0.15778361934960494,0.14324228839464015,0.014541330954964796,0.07345998412217708,0.9069824921925016,0.325219450876853,0.08763529902241005,1.7051732918894171,0.0,0.0,0.0,0.3031168719923165,0.9,0.34244474261310365,1
0.3978346680337413,0.38718164632608326,0.3925081571799123,0.0,0.12900191281135615,0.13175339643421086,0.002751483622854737,0.12251701023386541,0.8169005989010503,0.25833922364945444,0.10085523511022229,1.8133312616304915,0.0,0.0,0.0,0.3925081571799123,0.9,0.28047599509562576,1
