Metric,Value
Accuracy,0.5641256953841528
Precision,0.4189417733752114
Recall,0.3382094792276185
F1-Score,0.37427153032592275
Balanced-Accuracy,0.5220099383905676
ROC-AUC,0.5370661050300949
Runtime-Seconds,7.536691188812256
