Metric,Value
Accuracy,0.6662156066756879
Precision,0.5864585955197583
Recall,0.45445679734737665
F1-Score,0.512087912087912
Balanced-Accuracy,0.6267391020376027
ROC-AUC,0.6684105434501879
Runtime-Seconds,19.387918710708618
