Metric,Value
Accuracy,0.37415422388443204
Precision,0.21984665788495963
Recall,0.23882732809862772
F1-Score,0.2289442675999367
Balanced-Accuracy,0.34957721545118303
ROC-AUC,0.33311539281895686
Runtime-Seconds,3416.179259777069
