Metric,Value
Accuracy,0.7413170951736581
Precision,0.7071253071253071
Recall,0.5613419153501072
F1-Score,0.6258562574752636
Balanced-Accuracy,0.7077657588982953
ROC-AUC,0.7295555519767329
Runtime-Seconds,5.30695652961731
