Metric,Value
Accuracy,0.6097578710099615
Precision,0.3028571428571429
Recall,0.00496952648851383
F1-Score,0.00977859778597786
Balanced-Accuracy,0.4988626505431109
ROC-AUC,0.3301034220033137
Runtime-Seconds,39.79071569442749
