Fold,Accuracy,F1-Score,ROC-AUC
1,0.6105472997462849,0.0461606746560142,0.28050314412629035
2,0.6504995458673932,0.0,0.40962248201846085
3,0.5651226158038147,0.0,0.31196757295574734
4,0.5656841339155749,0.0,0.26088697718409587
5,0.6570594673476833,0.0010626992561105207,0.46458335086493935
