Metric,Value
Accuracy,0.5611186287776274
Precision,0.2864864864864865
Recall,0.0930368636629608
F1-Score,0.14045936395759717
Balanced-Accuracy,0.4738578813727648
ROC-AUC,0.3184512286992948
Runtime-Seconds,515.4144515991211
