Metric,Value
Accuracy,0.657856467679779
Precision,0.5666312433581296
Recall,0.4999531176746367
F1-Score,0.5312079701120797
Balanced-Accuracy,0.6289029883842574
ROC-AUC,0.6613798208015605
Runtime-Seconds,23.608566761016846
