Metric,Value
Accuracy,0.6582468801683957
Precision,0.5621390374331551
Recall,0.5125804564072557
F1-Score,0.536217098551316
Balanced-Accuracy,0.631091451445218
ROC-AUC,0.6690419789935038
Runtime-Seconds,11.511204719543457
