Metric,Value
Accuracy,0.7212436120706883
Precision,0.6847088074973702
Recall,0.52542746018933
F1-Score,0.5945856170071416
Balanced-Accuracy,0.6856810198142911
ROC-AUC,0.7204543596961501
Runtime-Seconds,21.466315984725952
