Metric,Value
Accuracy,0.7032777026011127
Precision,0.6512045105074321
Recall,0.49561146869514333
F1-Score,0.5628530291283642
Balanced-Accuracy,0.6645641441335044
ROC-AUC,0.6705491763041378
Runtime-Seconds,26.01149845123291
