Metric,Value
Accuracy,0.6911742595098481
Precision,0.6213962354062426
Recall,0.5086795396918276
F1-Score,0.5594165594165594
Balanced-Accuracy,0.6571532255034062
ROC-AUC,0.7004688854174308
Runtime-Seconds,11.517820596694946
