Metric,Value
Accuracy,0.6755788391812031
Precision,0.6055687701133343
Recall,0.47640713289792325
F1-Score,0.5332785706951433
Balanced-Accuracy,0.639406837476999
ROC-AUC,0.676914515763441
Runtime-Seconds,93.94996619224548
