Metric,Value
Accuracy,0.7425842921175093
Precision,0.707970589562001
Recall,0.5758787700887943
F1-Score,0.6351293931974992
Balanced-Accuracy,0.7123085439229018
ROC-AUC,0.7264726595907383
Runtime-Seconds,21.86427664756775
