Metric,Value
Accuracy,0.5723199518869343
Precision,0.44530945893343715
Recall,0.4462648722449776
F1-Score,0.44578665367754505
Balanced-Accuracy,0.5488205095169842
ROC-AUC,0.5469924826829717
Runtime-Seconds,17.207627534866333
