Metric,Value
Accuracy,0.5948696719673395
Precision,0.4796827113755183
Recall,0.488148528656344
F1-Score,0.4838785939005983
Balanced-Accuracy,0.5754878157300412
ROC-AUC,0.5841980899314103
Runtime-Seconds,135.14018034934998
