Fold,Accuracy,F1-Score,ROC-AUC
1,0.6264518546272012,0.0,0.5808367086906654
2,0.6525169045830203,0.019088016967126194,0.4854833733117019
3,0.5668670172802405,0.003457216940363008,0.5582536636918607
4,0.5680963130173062,0.0,0.5727398066317465
5,0.6589966050546964,0.008771929824561403,0.552051413491295
