Metric,Value
Accuracy,0.6145692377086153
Precision,0.5
Recall,0.002925687536571094
F1-Score,0.005817335660267597
Balanced-Accuracy,0.500545412575625
ROC-AUC,0.5189238003040807
Runtime-Seconds,3.1351191997528076
