Metric,Value
Accuracy,0.5572238784265251
Precision,0.2112890922959573
Recall,0.05194561650257853
F1-Score,0.08338977948370588
Balanced-Accuracy,0.46457502902202735
ROC-AUC,0.31249392674704163
Runtime-Seconds,1004.2046551704407
