Scale,Accuracy,Precision,Recall,F1-Score,ROC-AUC,Runtime-Seconds
2sec,0.7304079709938048,0.6907192998450178,0.5559917810229691,0.6160757846804359,0.7116585313036445,206.40393781661987
5sec,0.7366029229986185,0.7100737100737101,0.5419596812001876,0.6147301249667642,0.7225334060578668,77.6014301776886
10sec,0.7425199218162682,0.7321331151118385,0.5235030232104545,0.6104856135562379,0.7236840877789767,36.10658311843872
