Fold,Accuracy,F1-Score,ROC-AUC
1,0.618657937806874,0.5745812495038501,0.6958550296214602
2,0.6396120105555951,0.5071686335706622,0.6370759449709708
3,0.6505955352685258,0.4484971293481932,0.6629229621735139
4,0.6244909623490748,0.612960235640648,0.7269974650326059
5,0.7062025497779688,0.5782438823771334,0.6970788912105099
