Fold,Accuracy,F1-Score,ROC-AUC
1,0.5833635375135919,0.42163522012578614,0.5612623136612669
2,0.7122615803814714,0.5532994923857868,0.7450512667630792
3,0.6563124432334242,0.558768656716418,0.6349317121153897
4,0.6821324599708879,0.564012977289743,0.7295758641176211
5,0.7212696096315213,0.5188916876574308,0.7019177436239947
