Metric,Value
Accuracy,0.6709808768995855
Precision,0.5969737000120091
Recall,0.4661040787623066
F1-Score,0.5234835720303286
Balanced-Accuracy,0.6334142506512679
ROC-AUC,0.6733208027993434
Runtime-Seconds,30.86080527305603
