Fold,Accuracy,F1-Score,ROC-AUC
1,0.615077926785067,0.5825471698113207,0.6943769938826642
2,0.59763851044505,0.5014629754670268,0.6156421683858154
3,0.6477747502270663,0.47946308724832215,0.59446564552386
4,0.6799490538573508,0.5737824085291979,0.6920455943479631
5,0.6583363735862824,0.5435047526200342,0.6812358372305171
