Metric,Value
Accuracy,0.7366029229986185
Precision,0.7100737100737101
Recall,0.5419596812001876
F1-Score,0.6147301249667642
Balanced-Accuracy,0.7009127424467775
ROC-AUC,0.7225334060578668
Runtime-Seconds,77.6014301776886
