Fold,Accuracy,F1-Score,ROC-AUC
1,0.8024646611090975,0.713459516298633,0.7984423360986317
2,0.6841053587647593,0.5486633791850506,0.6928176457986568
3,0.7315168029064487,0.635421805624075,0.7296933537100009
4,0.7509097525473072,0.669243778690505,0.736987350938523
5,0.7407880335643926,0.5894250216700375,0.7221095770402249
