Metric,Value
Accuracy,0.7419835672216971
Precision,0.7063381910710155
Recall,0.5726207219878106
F1-Score,0.632489254828854
Balanced-Accuracy,0.7109288515823502
ROC-AUC,0.7299456406104663
Runtime-Seconds,9.820692539215088
