Fold,Accuracy,F1-Score,ROC-AUC
1,0.7010116148370176,0.5476190476190477,0.7321150053029902
2,0.6333583771600301,0.38305941845764857,0.5922119318012162
3,0.6141998497370398,0.41146131805157593,0.6317011478523265
4,0.6313017306245298,0.4702702702702703,0.6355565106029489
5,0.6363636363636364,0.4638487208008899,0.6162075272287724
