Metric,Value
Accuracy,0.6432867238009322
Precision,0.5528792912513842
Recall,0.38950653403549834
F1-Score,0.45703169699050233
Balanced-Accuracy,0.5959765086079633
ROC-AUC,0.6381754684827998
Runtime-Seconds,1.9705498218536377
