Metric,Value
Accuracy,0.5877626699629172
Precision,0.46784351145038167
Recall,0.45972808251289266
F1-Score,0.46375029557815084
Balanced-Accuracy,0.5642859876966815
ROC-AUC,0.5653807168577856
Runtime-Seconds,42.83185815811157
