Metric,Value
Accuracy,0.6055614240443087
Precision,0.49271058315334776
Recall,0.4687385337932047
F1-Score,0.48042570794629763
Balanced-Accuracy,0.5807127248405276
ROC-AUC,0.5835546929919916
Runtime-Seconds,143.52461314201355
