Metric,Value
Accuracy,0.7191880549290547
Precision,0.6847285839586785
Recall,0.5155940412416526
F1-Score,0.5882451440053583
Balanced-Accuracy,0.6822129084712936
ROC-AUC,0.7171116697951907
Runtime-Seconds,12.200585126876831
