Metric,Value
Accuracy,0.577807848443843
Precision,0.27340129749768305
Recall,0.05753852155256485
F1-Score,0.09506928778601353
Balanced-Accuracy,0.480818190439891
ROC-AUC,0.3454728191400208
Runtime-Seconds,454.20191836357117
