Fold,Accuracy,F1-Score,ROC-AUC
1,0.5462720119895091,0.08188021228203184,0.2706219735762311
2,0.6202103681442525,0.12010443864229765,0.41174256750704186
3,0.5401953418482344,0.15934065934065933,0.3413145763963198
4,0.5173062452972159,0.05592347314201619,0.2531203128966011
5,0.6654092795171633,0.0390032502708559,0.45404302177668926
