Fold,Accuracy,F1-Score,ROC-AUC
1,0.6299383834722726,0.49729197439684886,0.6035147582108908
2,0.6452316076294278,0.4894117647058824,0.6226662751725582
3,0.6915531335149864,0.6087557603686636,0.6737024979678383
4,0.6794032023289666,0.5881252921926133,0.7311676588490003
5,0.7561109084275812,0.5450833616876488,0.7308316801951611
