Metric,Value
Accuracy,0.6803606485857631
Precision,0.6066750199339332
Recall,0.4993905297702766
F1-Score,0.5478296646780498
Balanced-Accuracy,0.6471775996633581
ROC-AUC,0.6718801811254003
Runtime-Seconds,22.25854778289795
