Metric,Value
Accuracy,0.7135897622336944
Precision,0.6618654896039029
Recall,0.5342709798406001
F1-Score,0.5912628411331328
Balanced-Accuracy,0.6807095057150866
ROC-AUC,0.7149211344971542
Runtime-Seconds,11.972447395324707
