Fold,Accuracy,F1-Score,ROC-AUC
1,0.8013773106197898,0.7111228255139694,0.7831940334121201
2,0.6839237057220708,0.5487551867219918,0.6956449231651688
3,0.732425068119891,0.6318420394901275,0.7294066893366493
4,0.7489082969432315,0.6681096681096681,0.7361249547410433
5,0.7395111273257935,0.5831873905429071,0.7106265596670309
