Metric,Value
Accuracy,0.7412564531374973
Precision,0.7070011668611436
Recall,0.5681200187529302
F1-Score,0.6299974005718741
Balanced-Accuracy,0.7095098045192714
ROC-AUC,0.724590332241491
Runtime-Seconds,7.274767875671387
